등록번호,대표자,상호,소재지,전화번호,구
41117-2015-00159,박경실,센트럴호수공인중개사사무소,"경기도 수원시 영통구 광교중앙로 145 C407호 (이의동, 광교엘포트아이파크)",031-215-0061,영통구
가3681-529,박순자,소나무공인중개사사무소,경기도 수원시 영통구 청명남로4번길 28 1층 (영통동),031-206-1114 6,영통구
가3682-1044,이병무,소망공인중개사사무소,"경기도 수원시 영통구 태장로54번길 92 103호(망포동, 진성프라자)",031-204-1400,영통구
41117-2020-00093,박정수,쇼하우스부동산중개법인유한회사,"경기도 수원시 영통구 봉영로 1569 208호 (영통동, NEW WORLD PLAZA)",031-202-9495,영통구
41117-2021-00084,김명림,수박공인중개사무소,경기도 수원시 영통구 신원로 173-1 102호(신동),031-205-5949,영통구
가3682-1967,박영숙,수변공인중개사사무소,경기도 수원시 영통구 권선로882번길 31-21 1층 일부 (신동),031-273-2223,영통구
41117-2025-00053,안대기,수원C공인중개사사무소,경기도 수원시 영통구 매봉로35번길 8-8 1층 일부(매탄동),,영통구
41117-2018-00035,조성관,수원삼성부동산공인중개사사무소,"경기도 수원시 영통구 신원로 102 ,1층(망포동)",031-244-2400,영통구
41117-2023-00068,김미소,스마일공인중개사사무소,경기도 수원시 영통구 덕영대로1499번길 21 1층 일부 (망포동),031-8055-7940,영통구
41117-2022-00032,이대흥,스마일부동산공인중개사사무소,"경기도 수원시 영통구 동탄원천로1109번길 42 상가동 108호(매탄동, 원천성일아파트)",031-211-3760,영통구
가3682-1725,김진숙,스마트공인중개사사무소,"경기도 수원시 영통구 매영로310번길 36 , 상가동 106호(영통동, 신성.신안.쌍용.진흥(아))",031-203-3333,영통구
가3682-1419,이순화,스마트공인중개사사무소,경기도 수원시 영통구 삼성로268번길 37 (원천동),031-233-2300,영통구
41117-2022-00038,구본창,스마트부동산공인중개사사무소,경기도 수원시 영통구 삼성로 253 109호(원천동),031-280-2828,영통구
41117-2018-00079,최장우,스마트부동산중개주식회사,"경기도 수원시 영통구 월드컵로 123 , 505호 (원천동, 승전빌딩)",031-213-4599,영통구
41117-2021-00176,김현식,스마트합동공인중개사사무소,"경기도 수원시 영통구 매영로310번길 36 상가동 106호(영통동, 신성,신안,쌍용,진흥아파트)",031-203-3333,영통구
41117-2019-00160,임규아,시계탑둥지공인중개사사무소,"경기도 수원시 영통구 센트럴타운로 107 204동 1-037호 (이의동, 광교푸르지오월드마크)",031-217-8982,영통구
가3682-412,문점주,시티공인중개사사무소,경기도 수원시 영통구 산남로 79 (매탄동),031-212-1777,영통구
41117-2020-00075,장응자,신강남공인중개사사무소,경기도 수원시 영통구 산남로 107 1층 일부 (매탄동),031-214-2113,영통구
가3682-1181,박성원,신건영공인중개사사무소,경기도 수원시 영통구 매영로 346 (영통동),204-7001,영통구
41117-2017-00062,이영금,신나무실공인중개사사무소,"경기도 수원시 영통구 매영로310번길 36 ,상가110호(신성신안쌍용진흥아파트)",031-205-4900,영통구
41117-2017-00063,윤명희,신나무실합동공인중개사사무소,"경기도 수원시 영통구 매영로310번길 36 ,상가110호(신성신안쌍용진흥아파트)",031-205-4900,영통구
41117-2023-00146,지윤희,신동공인중개사사무소,경기도 수원시 영통구 영통로217번길 6 102호(영통동),031-273-5575  -,영통구
41117-2015-00071,안양선,신동두꺼비 공인중개사사무소,"경기도 수원시 영통구 권선로908번길 72 ,상가110동 103-1호(신동,래미안영통마크원1단지)",031-204-0011,영통구
41117-2018-00065,송은미,신동래미안공인중개사사무소,"경기도 수원시 영통구 삼성로 11 단지내상가 112호 (신동, 래미안영통마크원2단지)",031-252-1000,영통구
41117-2023-00080,유성륜,신동삼성타운공인중개사사무소,경기도 수원시 영통구 신원로 122-1 1층 일부 (신동),031-273-6800,영통구
41117-2020-00115,이정하,신동아파라디움공인중개사사무소,"경기도 수원시 영통구 삼성로292번길 25 101동 101호 (원천동, 신동아파라디움오피스텔)",,영통구
가3682-1178,신순희,신미주공인중개사사무소,"경기도 수원시 영통구 삼성로 308 , 상가 104호 (원천동, 신미주아파트)",031-213-0770,영통구
가3682-169,김점옥,신성공인중개사사무소,"경기도 수원시 영통구 매영로310번길 36 , 상가동 109-2호(영통동,신성.신안.쌍용.진흥아파트))",031-203-3200,영통구
가3681-1542,이정용,신성공인중개사사무소,경기도 수원시 영통구 매원로 27 (매탄동),212-0023,영통구
가3682-963,박연진,신세계공인중개사사무소,"경기도 수원시 영통구 중부대로448번길 28 , 상가 107호(원천동, 수원원천2단지)",214-9999,영통구
가3682-1934,임화섭,신세계공인중개사사무소,"경기도 수원시 영통구 에듀타운로106번길 46 , 1층 119호(이의동,광교더로프트)",031-217-3777,영통구
가3682-1269,신동순,신영공인중개사사무소,"경기도 수원시 영통구 영통로241번길 12-3 , 1층(신동)",202-8957,영통구
41117-2020-00042,김인경,신영통공인중개사사무소,"경기도 수원시 영통구 영통로 136 106호 (망포동, 센트럴타워)",031-273-9901,영통구
가3682-1590,한추란,신한공인중개사사무소,"경기도 수원시 영통구 청명로 8 , 101호(영통동, 마이온)",031-203-4900,영통구
가3682-1281,유천종,신한공인중개사사무소,"경기도 수원시 영통구 봉영로1770번길 21 , 상가동 121호(영통동, 한국.신명아파트)",203-8822,영통구
41117-2025-00032,박상국,신화공인중개사사무소,경기도 수원시 영통구 신원로 177 1층 일부(신동),031-206-0099  -,영통구
가3682-442,한상인,신화공인중개사사무소,"경기도 수원시 영통구 중부대로246번길 27 , 1층(매탄동)",031-214-0021,영통구
41117-2016-00239,황정필,쌍용공인중개사사무소,"경기도 수원시 영통구 태장로7번길 38 ,상가1동 101호(망포동,동수원3차쌍용스윗닷홈)",031-204-1991,영통구
41117-2020-00085,양희석,쌍용공인중개사사무소,"경기도 수원시 영통구 봉영로1744번길 16 상가동 105호 (영통동, 쌍용아파트)",031-202-6400,영통구
41117-2016-00111,임정혜,쌍용랜드 공인중개사사무소,"경기도 수원시 영통구 봉영로1744번길 16 , 상가 104호(영통동,쌍용아파트)",031-203-8300,영통구
41117-2019-00047,정미남,쌍용랜드공인중개사사무소,"경기도 수원시 영통구 영통로173번길 41 상가동 205호 (망포동, 망포역마을 쌍용아파트)",031-273-9800,영통구
41117-2016-00025,송명자,쌍용벤처 공인중개사사무소,"경기도 수원시 영통구 영통로173번길 41 ,상가동 204호(망포동,쌍용1차아파트)",031-202-8484,영통구
41117-2024-00067,김은정,쌍용행복공인중개사사무소,경기도 수원시 영통구 봉영로1744번길 16 상가동 106호(영통동),031-205-5555,영통구
41117-2025-00060,윤현식,써니공인중개사사무소,경기도 수원시 영통구 영통로217번길 5 5층 일부 (영통동),-,영통구
41117-2020-00012,원숙경,써밋합동공인중개사사무소,"경기도 수원시 영통구 센트럴타운로 85 203동 Cb10호 (이의동, 광교C1호반베르디움)",031-217-8811,영통구
41117-2021-00063,김정아,아!중흥공인중개사사무소,"경기도 수원시 영통구 광교호수공원로 277 , 판매시설동 2층 B2-166호(원천동, 광교중흥에스클래스)",031-215-5500,영통구
41117-2024-00063,나아름,아름부동산공인중개사사무소,경기도 수원시 영통구 태장로54번길 66 104호 (망포동),031-202-5700,영통구
가3682-608,김현미,아리랑부동산중개사무소,"경기도 수원시 영통구 영통로90번길 4-27 , 주상가 102호(망포동, 늘푸른벽산아파트)",031-206-4480,영통구
41117-2018-00192,이재명,아리수공인중개사사무소,"경기도 수원시 영통구 중부대로 259 105호 (원천동, 예스크리닉동수원점)",031-214-0079,영통구
41117-2024-00082,최광훈,아이공인중개사사무소,경기도 수원시 영통구 신원로250번길 13 L122-2호 (원천동),031-888-9774,영통구
가3682-1002,유숙영,아이파크공인중개사사무소,"경기도 수원시 영통구 영통로200번길 20 ,1층 107호(망포동, 아이파크)",204-0044,영통구
41117-2022-00138,오미선,아이파크공인중개사사무소,경기도 수원시 영통구 태장로 47 상가동 102호(망포동),031-203-4747,영통구
41117-2021-00171,권희순,아이파크캐슬공인중개사사무소,"경기도 수원시 영통구 권선로908번길 72 110동 101-1호(신동, 래미안영통마크원1단지)",031-268-6200,영통구
41117-2019-00061,조현문,아이파크캐슬한마음공인중개사사무소,"경기도 수원시 영통구 덕영대로 1400 상가비동 103호 (망포동, 영통아이파크캐슬2단지)",031-203-8989,영통구
41117-2019-00089,김재은,아이파크캐슬한마음합동공인중개사사무소,"경기도 수원시 영통구 덕영대로 1400 상가비동 103호 (망포동, 영통아이파크캐슬2단지)",031-203-8989,영통구
41117-2025-00026,이혜영,아이파크캐슬합동공인중개사사무소,"경기도 수원시 영통구 권선로908번길 72 110동 101-1호 (신동, 래미안영통마크원1단지)",-,영통구
가3682-302,윤종경,아주공인중개사사무소,경기도 수원시 영통구 매여울로67번길 48 1층 (매탄동),031-212-0031,영통구
가3682-446,이영선,아주공인중개사사무소,"경기도 수원시 영통구 동수원로537번길 40 , 상가동 1층 4호(원천동, 아주아파트)",213-9100,영통구
41117-2018-00089,이영섭,야호공인중개사사무소,"경기도 수원시 영통구 영일로 7 , 1층(영통동)",031-273-3222,영통구
가3682-1103,김희수,양지부동산공인중개사사무소,"경기도 수원시 영통구 동탄원천로1109번길 37 , 상가1층 103호(매탄동, 한국아파트)",031-212-3060,영통구
41117-2025-00033,최재호,에덴(222-9418)부동산중개사무소,"경기도 수원시 영통구 웰빙타운로 20 상가동 지하 110호 일부(이의동, 호반가든하임)",031-222-9418  -,영통구
41117-2023-00056,임수정,에듀삼성공인중개사사무소,"경기도 수원시 영통구 에듀타운로 101 , 104동 109호 (이의동)",-,영통구
41117-2015-00029,문상혁,에듀타운경매공인중개사사무소,"경기도 수원시 영통구 월드컵로150번길 20 ,104호(원천동,아주프라자)",031-217-0080,영통구
가3682-1910,김제덕,에듀하임1309공인중개사사무소,"경기도 수원시 영통구 에듀타운로 101 , 102동 113호 (이의동, 에듀하임1309오피스텔)",031-217-1309,영통구
41117-2022-00143,최은철,에스피공인중개사사무소,경기도 수원시 영통구 매원로12번길 9 1층 일부(매탄동),031-893-6161,영통구
41117-2015-00095,이영범,에이스 공인중개사사무소,"경기도 수원시 영통구 영통로 232 ,제2상가 102호(영통동,두산.우성.한신아파트)",031-203-2223,영통구
41117-2016-00252,박성용,에이스공인중개사사무소,"경기도 수원시 영통구 대학4로 17 ,1층104호(이의동,에이스광교타워)",031-212-6588,영통구
41117-2023-00085,강성준,에이스컨설팅부동산중개,"경기도 수원시 영통구 동수원로 545 , 1층 일부  (원천동)",031-212-1070,영통구
가3682-935,최재호,엘리트공인중개사사무소,"경기도 수원시 영통구 인계로 260 , 104호(매탄동, 우영프라자)",212-9906  214-9906,영통구
41117-2020-00183,최영희,엘포트사랑방공인중개사사무소,"경기도 수원시 영통구 광교중앙로 145 B403호 (이의동, 광교엘포트아이파크)",031-217-3060,영통구
41117-2018-00031,이혜숙,엘포트아이공인중개사사무소,"경기도 수원시 영통구 광교중앙로 145 ,B402호(이의동)",031-212-2334,영통구
41117-2020-00057,서영철,엠케이광교공인중개사사무소,경기도 수원시 영통구 도청로18번길 26 1동 1층 K-103호 (이의동),031-548-2121,영통구
가3682-392,홍미란,연세공인중개사사무소,"경기도 수원시 영통구 태장로71번길 15 , 상가 103호(망포동, LG빌리지2차)",031-202-9500,영통구
41117-2018-00041,고영용,연세부동산중개사무소,"경기도 수원시 영통구 법조로149번길 66 ,1층(하동)",031-892-0114,영통구
41117-2025-00008,강형석,연암공인중개사사무소,경기도 수원시 영통구 권선로 808 1층 일부 (매탄동),-,영통구
가3682-1029,임정희,열린공인중개사사무소,"경기도 수원시 영통구 매영로 84 , 상가115호(매탄동, 한국아파트)",214-3400,영통구
